TIME,ID,LAT,LON,ALT,WIFI NETWORK,SSID1,MAC1,FREQNCY1,SIGNAL1,SSID2,MAC2,FREQNCY2,SIGNAL2,SSID3,MAC3,FREQNCY3,SIGNAL3,SSID4,MAC4,FREQNCY4,SIGNAL4,SSID5,MAC5,FREQNCY5,SIGNAL5,SSID6,MAC6,FREQNCY6,SIGNAL6,SSID7,MAC7,FREQNCY7,SIGNAL7,SSID,MAC8,FREQNCY8,SIGNAL8,SSID9,MAC9,FREQNCY9,SIGNAL9,SSID10,MAC10,FREQNCY10,SIGNAL10
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,,8c:0c:90:ae:16:83,8.0,-82.0,,8c:0c:90:6e:16:88,8.0,-83.0,Ariel_University,ec:8c:a2:08:78:c8,6.0,-83.0,Ariel_University,1c:b9:c4:15:fd:48,1.0,-84.0,Ariel_University,1c:b9:c4:16:cc:d8,1.0,-85.0,Ariel_University,1c:b9:c4:16:1d:7c,44.0,-85.0,,1c:b9:c4:95:fd:47,44.0,-87.0,Guest,a2:6c:ac:a0:3d:eb,1.0,-87.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,,8c:0c:90:ae:16:83,8.0,-82.0,,8c:0c:90:6e:16:88,8.0,-83.0,Ariel_University,ec:8c:a2:08:78:c8,6.0,-83.0,Ariel_University,1c:b9:c4:15:fd:48,1.0,-84.0,Ariel_University,1c:b9:c4:16:cc:d8,1.0,-85.0,Ariel_University,1c:b9:c4:16:1d:7c,44.0,-85.0,,1c:b9:c4:95:fd:47,44.0,-87.0,Guest,a2:6c:ac:a0:3d:eb,1.0,-87.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,,8c:0c:90:ae:16:83,8.0,-82.0,,8c:0c:90:6e:16:88,8.0,-83.0,Ariel_University,ec:8c:a2:08:78:c8,6.0,-83.0,Ariel_University,1c:b9:c4:15:fd:48,1.0,-84.0,Ariel_University,1c:b9:c4:16:cc:d8,1.0,-85.0,Ariel_University,1c:b9:c4:16:1d:7c,44.0,-85.0,,1c:b9:c4:95:fd:47,44.0,-87.0,Guest,a2:6c:ac:a0:3d:eb,1.0,-87.0
2017-11-12 13:10:35,SM-G935F,32.10372729299364,35.208851749727884,691.9320551092563,10,,1c:b9:c4:96:28:e7,36.0,-71.0,,8c:0c:90:ae:16:83,8.0,-82.0,,8c:0c:90:6e:16:88,8.0,-83.0,Ariel_University,ec:8c:a2:08:78:c8,6.0,-83.0,Ariel_University,1c:b9:c4:15:fd:48,1.0,-84.0,Ariel_University,1c:b9:c4:16:cc:d8,1.0,-85.0,Ariel_University,1c:b9:c4:16:1d:7c,44.0,-85.0,,1c:b9:c4:95:fd:47,44.0,-87.0,Guest,a2:6c:ac:a0:3d:eb,1.0,-87.0,CliClap,90:6c:ac:a0:3d:eb,1.0,-88.0
2017-11-12 13:10:35,SM-G935F,32.10372729299364,35.208851749727884,691.9320551092563,10,,1c:b9:c4:96:28:e7,36.0,-71.0,,8c:0c:90:ae:16:83,8.0,-82.0,,8c:0c:90:6e:16:88,8.0,-83.0,Ariel_University,ec:8c:a2:08:78:c8,6.0,-83.0,Ariel_University,1c:b9:c4:16:1d:7c,44.0,-85.0,Guest,a2:6c:ac:a0:3d:eb,1.0,-87.0,CliClap,90:6c:ac:a0:3d:eb,1.0,-88.0,paysday,e2:6c:ac:a0:3d:eb,1.0,-88.0,fortinet,02:6c:ac:a0:3d:eb,1.0,-88.0,Ariel_University,1c:b9:c4:15:fd:4c,44.0,-88.0
2017-11-12 13:10:35,SM-G935F,32.10372729299364,35.208851749727884,691.9320551092563,10,,1c:b9:c4:96:28:e7,36.0,-71.0,,8c:0c:90:ae:16:83,8.0,-82.0,,8c:0c:90:6e:16:88,8.0,-83.0,Ariel_University,ec:8c:a2:08:78:c8,6.0,-83.0,Guest,a2:6c:ac:a0:3d:eb,1.0,-87.0,CliClap,90:6c:ac:a0:3d:eb,1.0,-88.0,paysday,e2:6c:ac:a0:3d:eb,1.0,-88.0,fortinet,02:6c:ac:a0:3d:eb,1.0,-88.0,Ariel_University,1c:b9:c4:15:fd:4c,44.0,-88.0,Ariel_University,1c:b9:c4:15:1c:bc,36.0,-88.0
2017-11-12 13:10:35,SM-G935F,32.10372729299364,35.208851749727884,691.9320551092563,10,,1c:b9:c4:96:28:e7,36.0,-71.0,,8c:0c:90:ae:16:83,8.0,-82.0,,8c:0c:90:6e:16:88,8.0,-83.0,Ariel_University,ec:8c:a2:08:78:c8,6.0,-83.0,Ariel_University,1c:b9:c4:15:fd:4c,44.0,-88.0,Ariel_University,1c:b9:c4:15:1c:bc,36.0,-88.0,,1c:b9:c4:95:1c:b7,36.0,-88.0,Ariel_University,ec:8c:a2:08:94:18,1.0,-89.0,Ariel_University,1c:b9:c4:16:05:38,11.0,-90.0,Ariel_University,1c:b9:c4:16:d2:88,11.0,-91.0
2017-11-12 13:10:35,SM-G935F,32.10372729299364,35.208851749727884,691.9320551092563,7,,1c:b9:c4:96:28:e7,36.0,-71.0,,8c:0c:90:ae:16:83,8.0,-82.0,,8c:0c:90:6e:16:88,8.0,-83.0,Ariel_University,ec:8c:a2:08:78:c8,6.0,-83.0,,1c:b9:c4:95:1c:b7,36.0,-88.0,Ariel_University,ec:8c:a2:08:94:18,1.0,-89.0,Ariel_University,1c:b9:c4:16:d2:88,11.0,-91.0
2017-11-12 13:10:35,SM-G935F,32.10372729299364,35.208851749727884,691.9320551092563,2,,1c:b9:c4:96:28:e7,36.0,-71.0,Ariel_University,ec:8c:a2:08:94:18,1.0,-89.0
2017-11-12 13:10:39,SM-G935F,32.10372729299364,35.208851749727884,691.8621250076945,1,Ariel_University,ec:8c:a2:08:94:18,1.0,-89.0
